   7.3617700e+05	   3.5058999e-01	   2.3765248e-01	   2.3317836e-01	             NaN	   2.5524632e-01	   2.7211673e-01	
   7.3617800e+05	   3.4384981e-01	   2.3265673e-01	   2.2783435e-01	             NaN	   2.4874739e-01	   2.6478821e-01	
   7.3617900e+05	   3.3710963e-01	   2.2766098e-01	   2.2249034e-01	             NaN	   2.4224846e-01	   2.5745970e-01	
   7.3618000e+05	   3.3036945e-01	   2.2266523e-01	   2.1714633e-01	             NaN	   2.3574953e-01	   2.5013119e-01	
   7.3618100e+05	   3.2362927e-01	   2.1766949e-01	   2.1180232e-01	             NaN	   2.2925060e-01	   2.4280268e-01	
   7.3618200e+05	   3.1688909e-01	   2.1267374e-01	   2.0645831e-01	             NaN	   2.2275167e-01	   2.3547416e-01	
   7.3618300e+05	   3.1014890e-01	   2.0767799e-01	   2.0111430e-01	             NaN	   2.1625274e-01	   2.2814565e-01	
   7.3618400e+05	   3.0340872e-01	   2.0268224e-01	   1.9577028e-01	             NaN	   2.0975381e-01	   2.2081714e-01	
   7.3618500e+05	   2.9666854e-01	   1.9768649e-01	   1.9042627e-01	             NaN	   2.0325488e-01	   2.1348862e-01	
   7.3618600e+05	   2.8992836e-01	   1.9269074e-01	   1.8508226e-01	             NaN	   1.9675595e-01	   2.0616011e-01	
   7.3618700e+05	   2.8318818e-01	   1.8769500e-01	   1.7973825e-01	             NaN	   1.9025702e-01	   1.9883160e-01	
   7.3618800e+05	   2.7644800e-01	   1.8269925e-01	   1.7439424e-01	             NaN	   1.8375809e-01	   1.9150308e-01	
   7.3618900e+05	   2.6970782e-01	   1.7770350e-01	   1.6905023e-01	             NaN	   1.7725916e-01	   1.8417457e-01	
   7.3619000e+05	   2.6296764e-01	   1.7270775e-01	   1.6370622e-01	             NaN	   1.7076023e-01	   1.7684606e-01	
   7.3619100e+05	   2.5622746e-01	   1.6771200e-01	   1.5836221e-01	             NaN	   1.6426130e-01	   1.6951755e-01	
   7.3619200e+05	   2.4948728e-01	   1.6271625e-01	   1.5301820e-01	             NaN	   1.5776237e-01	   1.6218903e-01	
   7.3619300e+05	   2.4739118e-01	   1.6170415e-01	   1.5199545e-01	             NaN	   1.5645759e-01	   1.6080096e-01	
   7.3619400e+05	   2.4529508e-01	   1.6069206e-01	   1.5097270e-01	             NaN	   1.5515280e-01	   1.5941289e-01	
   7.3619500e+05	   2.4319897e-01	   1.5967996e-01	   1.4994996e-01	             NaN	   1.5384802e-01	   1.5802483e-01	
   7.3619600e+05	   2.4110287e-01	   1.5866786e-01	   1.4892721e-01	             NaN	   1.5254324e-01	   1.5663676e-01	
   7.3619700e+05	   2.3900677e-01	   1.5765576e-01	   1.4790446e-01	             NaN	   1.5123845e-01	   1.5524869e-01	
   7.3619800e+05	   2.3691067e-01	   1.5664366e-01	   1.4688172e-01	             NaN	   1.4993367e-01	   1.5386062e-01	
   7.3619900e+05	   2.3481456e-01	   1.5563156e-01	   1.4585897e-01	             NaN	   1.4862888e-01	   1.5247255e-01	
   7.3620000e+05	   2.3271846e-01	   1.5461947e-01	   1.4483622e-01	             NaN	   1.4732410e-01	   1.5108448e-01	
   7.3620100e+05	   2.3062236e-01	   1.5360737e-01	   1.4381347e-01	             NaN	   1.4601932e-01	   1.4969641e-01	
   7.3620200e+05	   2.2852626e-01	   1.5259527e-01	   1.4279073e-01	             NaN	   1.4471453e-01	   1.4830834e-01	
   7.3620300e+05	   2.2643016e-01	   1.5158317e-01	   1.4176798e-01	             NaN	   1.4340975e-01	   1.4692027e-01	
   7.3620400e+05	   2.2433405e-01	   1.5057107e-01	   1.4074523e-01	             NaN	   1.4210496e-01	   1.4553220e-01	
   7.3620500e+05	   2.2223795e-01	   1.4955897e-01	   1.3972248e-01	             NaN	   1.4080018e-01	   1.4414413e-01	
   7.3620600e+05	   2.2014185e-01	   1.4854688e-01	   1.3869974e-01	             NaN	   1.3949540e-01	   1.4275607e-01	
   7.3620700e+05	   2.1804575e-01	   1.4753478e-01	   1.3767699e-01	             NaN	   1.3819061e-01	   1.4136800e-01	
   7.3620800e+05	   2.1594965e-01	   1.4652268e-01	   1.3665424e-01	             NaN	   1.3688583e-01	   1.3997993e-01	
   7.3620900e+05	   2.1385354e-01	   1.4551058e-01	   1.3563149e-01	             NaN	   1.3558104e-01	   1.3859186e-01	
   7.3621000e+05	   2.1175744e-01	   1.4449848e-01	   1.3460875e-01	             NaN	   1.3427626e-01	   1.3720379e-01	
   7.3621100e+05	   2.0966134e-01	   1.4348638e-01	   1.3358600e-01	             NaN	   1.3297148e-01	   1.3581572e-01	
   7.3621200e+05	   2.0756524e-01	   1.4247429e-01	   1.3256325e-01	             NaN	   1.3166669e-01	   1.3442765e-01	
   7.3621300e+05	   2.0546913e-01	   1.4146219e-01	   1.3154051e-01	             NaN	   1.3036191e-01	   1.3303958e-01	
   7.3621400e+05	   2.0337303e-01	   1.4045009e-01	   1.3051776e-01	             NaN	   1.2905712e-01	   1.3165151e-01	
   7.3621500e+05	   2.0127693e-01	   1.3943799e-01	   1.2949501e-01	             NaN	   1.2775234e-01	   1.3026344e-01	
   7.3621600e+05	   1.9918083e-01	   1.3842589e-01	   1.2847226e-01	             NaN	   1.2644756e-01	   1.2887537e-01	
   7.3621700e+05	   1.9708473e-01	   1.3741379e-01	   1.2744952e-01	             NaN	   1.2514277e-01	   1.2748730e-01	
   7.3621800e+05	   1.9498862e-01	   1.3640170e-01	   1.2642677e-01	             NaN	   1.2383799e-01	   1.2609924e-01	
   7.3621900e+05	   1.9289252e-01	   1.3538960e-01	   1.2540402e-01	             NaN	   1.2253320e-01	   1.2471117e-01	
   7.3622000e+05	   1.9079642e-01	   1.3437750e-01	   1.2438127e-01	             NaN	   1.2122842e-01	   1.2332310e-01	
   7.3622100e+05	   1.8870032e-01	   1.3336540e-01	   1.2335853e-01	             NaN	   1.1992364e-01	   1.2193503e-01	
   7.3622200e+05	   1.8660422e-01	   1.3235330e-01	   1.2233578e-01	             NaN	   1.1861885e-01	   1.2054696e-01	
   7.3622300e+05	   1.8361344e-01	   1.3031195e-01	   1.2076020e-01	             NaN	   1.1683642e-01	   1.1858704e-01	
   7.3622400e+05	   1.7972798e-01	   1.2724135e-01	   1.1863178e-01	             NaN	   1.1457635e-01	   1.1605529e-01	
   7.3622500e+05	   1.7584252e-01	   1.2417074e-01	   1.1650336e-01	             NaN	   1.1231628e-01	   1.1352353e-01	
   7.3622600e+05	   1.7195706e-01	   1.2110014e-01	   1.1437494e-01	             NaN	   1.1005621e-01	   1.1099177e-01	
   7.3622700e+05	   1.6807161e-01	   1.1802954e-01	   1.1224652e-01	             NaN	   1.0779613e-01	   1.0846001e-01	
   7.3622800e+05	   1.6418615e-01	   1.1495893e-01	   1.1011810e-01	             NaN	   1.0553606e-01	   1.0592825e-01	
   7.3622900e+05	   1.6030069e-01	   1.1188833e-01	   1.0798968e-01	             NaN	   1.0327599e-01	   1.0339649e-01	
   7.3623000e+05	   1.5641523e-01	   1.0881773e-01	   1.0586126e-01	             NaN	   1.0101592e-01	   1.0086473e-01	
   7.3623100e+05	   1.5252977e-01	   1.0574712e-01	   1.0373284e-01	             NaN	   9.8755844e-02	   9.8332966e-02	
   7.3623200e+05	   1.4864432e-01	   1.0267652e-01	   1.0160442e-01	             NaN	   9.6495771e-02	   9.5801206e-02	
   7.3623300e+05	   1.4475886e-01	   9.9605917e-02	   9.9475996e-02	             NaN	   9.4235699e-02	   9.3269446e-02	
   7.3623400e+05	   1.4087340e-01	   9.6535313e-02	   9.7347576e-02	             NaN	   9.1975627e-02	   9.0737687e-02	
   7.3623500e+05	   1.3698794e-01	   9.3464710e-02	   9.5219156e-02	             NaN	   8.9715554e-02	   8.8205927e-02	
   7.3623600e+05	   1.3310249e-01	   9.0394106e-02	   9.3090736e-02	             NaN	   8.7455482e-02	   8.5674167e-02	
   7.3623700e+05	   1.2921703e-01	   8.7323503e-02	   9.0962316e-02	             NaN	   8.5195409e-02	   8.3142407e-02	
   7.3623800e+05	   1.2533157e-01	   8.4252899e-02	   8.8833895e-02	             NaN	   8.2935337e-02	   8.0610647e-02	
   7.3623900e+05	   1.2144611e-01	   8.1182296e-02	   8.6705475e-02	             NaN	   8.0675265e-02	   7.8078887e-02	
   7.3624000e+05	   1.1756066e-01	   7.8111692e-02	   8.4577055e-02	             NaN	   7.8415192e-02	   7.5547127e-02	
   7.3624100e+05	   1.1367520e-01	   7.5041089e-02	   8.2448635e-02	             NaN	   7.6155120e-02	   7.3015368e-02	
   7.3624200e+05	   1.0978974e-01	   7.1970485e-02	   8.0320215e-02	             NaN	   7.3895047e-02	   7.0483608e-02	
   7.3624300e+05	   1.0590428e-01	   6.8899882e-02	   7.8191795e-02	             NaN	   7.1634975e-02	   6.7951848e-02	
   7.3624400e+05	   1.0201883e-01	   6.5829278e-02	   7.6063375e-02	             NaN	   6.9374903e-02	   6.5420088e-02	
   7.3624500e+05	   9.8133368e-02	   6.2758675e-02	   7.3934955e-02	             NaN	   6.7114830e-02	   6.2888328e-02	
   7.3624600e+05	   9.4247910e-02	   5.9688071e-02	   7.1806535e-02	             NaN	   6.4854758e-02	   6.0356568e-02	
   7.3624700e+05	   9.0362452e-02	   5.6617468e-02	   6.9678115e-02	             NaN	   6.2594685e-02	   5.7824808e-02	
   7.3624800e+05	   8.6476995e-02	   5.3546864e-02	   6.7549695e-02	             NaN	   6.0334613e-02	   5.5293049e-02	
   7.3624900e+05	   8.2591537e-02	   5.0476261e-02	   6.5421275e-02	             NaN	   5.8074541e-02	   5.2761289e-02	
   7.3625000e+05	   7.8706079e-02	   4.7405658e-02	   6.3292855e-02	             NaN	   5.5814468e-02	   5.0229529e-02	
   7.3625100e+05	   7.4820622e-02	   4.4335054e-02	   6.1164435e-02	             NaN	   5.3554396e-02	   4.7697769e-02	
   7.3625200e+05	   7.0935164e-02	   4.1264451e-02	   5.9036015e-02	             NaN	   5.1294323e-02	   4.5166009e-02	
   7.3625300e+05	   6.7049706e-02	   3.8193847e-02	   5.6907595e-02	             NaN	   4.9034251e-02	   4.2634249e-02	
   7.3625400e+05	   6.6385089e-02	   3.7919380e-02	   5.6658818e-02	             NaN	   4.8812904e-02	   4.2438747e-02	
   7.3625500e+05	   6.5720471e-02	   3.7644912e-02	   5.6410042e-02	             NaN	   4.8591556e-02	   4.2243244e-02	
